filename,Tree cover,Grassland,Cropland,Built-up,Bare / sparse vegetation,Permanent water bodies,Herbaceous wetland,Shrubland
23.9579_90.1895.png,25.11,71.9,0.42,0.43,1.64,0.25,0.25,0.0
23.9579_90.1070.png,47.81,51.48,0.7,0.0,0.01,0.0,0.0,0.0
24.0991_90.0806.png,36.44,59.99,0.92,1.95,0.01,0.0,0.7,0.0
24.1227_90.2394.png,38.86,51.68,0.23,0.25,0.03,0.0,8.95,0.0
23.7079_90.3482.png,29.96,21.16,32.7,0.0,14.72,1.45,0.0,0.0
24.1815_90.2192.png,72.62,27.33,0.02,0.0,0.04,0.0,0.0,0.0
24.1991_90.0659.png,19.68,77.89,0.28,0.05,0.27,0.01,1.81,0.0
23.9991_90.3658.png,52.96,36.94,9.32,0.0,0.15,0.2,0.43,0.0
23.8491_90.4658.png,13.13,53.68,2.19,3.51,13.33,10.29,3.86,0.0
23.8727_90.2982.png,69.87,15.01,14.39,0.06,0.2,0.27,0.21,0.0
24.0726_90.1570.png,31.68,67.1,0.36,0.84,0.0,0.0,0.02,0.0
23.9727_90.0394.png,66.79,22.34,9.72,0.04,1.05,0.06,0.0,0.0
24.1727_90.3306.png,81.89,15.36,0.59,0.05,0.5,1.6,0.0,0.0
23.9193_90.3071.png,17.45,2.91,78.74,0.0,0.5,0.4,0.0,0.0
24.1079_90.4570.png,47.01,51.56,1.05,0.0,0.25,0.13,0.0,0.0
23.6903_90.3806.png,17.75,29.97,24.42,0.01,24.48,3.37,0.0,0.0
24.0193_90.0571.png,54.73,43.06,0.11,0.46,1.15,0.0,0.49,0.0
23.8193_90.1570.png,34.47,64.12,1.05,0.0,0.35,0.0,0.0,0.0
24.1315_90.0070.png,38.23,60.09,0.5,0.84,0.31,0.04,0.0,0.0
23.9193_90.4658.png,42.51,47.78,5.45,0.0,0.86,0.41,2.99,0.0
23.8193_89.8982.png,12.78,87.19,0.01,0.0,0.03,0.0,0.0,0.0
24.0193_90.1658.png,43.17,56.68,0.03,0.0,0.1,0.0,0.03,0.0
24.0726_90.0659.png,7.62,86.65,0.37,0.0,0.0,0.0,5.36,0.0
24.0903_90.3306.png,24.86,42.67,1.14,8.3,6.09,7.31,9.64,0.0
23.7815_89.9659.png,25.1,74.61,0.21,0.0,0.05,0.03,0.0,0.0
23.8693_90.3159.png,39.1,31.27,9.51,0.39,17.42,2.31,0.01,0.0
23.8727_90.4306.png,42.33,4.57,52.78,0.16,0.06,0.06,0.04,0.0
24.0726_90.1482.png,42.92,54.74,0.86,1.48,0.0,0.0,0.0,0.0
23.7403_90.0692.png,17.63,81.91,0.32,0.0,0.0,0.0,0.14,0.0
23.7991_90.3071.png,4.01,56.16,0.94,26.23,2.27,5.59,4.8,0.0
24.1079_90.3982.png,74.81,17.35,5.54,0.0,1.71,0.59,0.0,0.0
24.1079_90.2394.png,38.71,58.35,0.83,0.41,0.91,0.23,0.56,0.0
23.8491_89.9483.png,46.9,48.77,1.57,0.54,1.64,0.57,0.02,0.0
23.9903_90.1693.png,28.55,71.18,0.21,0.0,0.03,0.0,0.03,0.0
24.0403_90.0070.png,43.6,52.61,0.7,0.01,2.71,0.36,0.0,0.0
23.6693_90.0158.png,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
23.8727_90.2394.png,26.17,63.07,0.24,8.08,0.6,0.01,1.82,0.03
24.0193_90.2071.png,47.78,45.58,2.56,2.04,1.87,0.15,0.03,0.0
24.1727_90.3982.png,72.13,20.85,0.2,0.0,6.69,0.13,0.0,0.0
24.1815_90.3071.png,35.03,48.19,0.25,12.84,0.76,1.52,1.4,0.0
23.6727_89.9158.png,22.37,77.21,0.04,0.0,0.23,0.15,0.01,0.0
23.7193_90.1158.png,24.35,75.46,0.19,0.0,0.0,0.0,0.0,0.0
24.2079_90.1070.png,8.21,90.07,0.11,0.08,0.02,0.0,1.51,0.0
24.1227_90.1807.png,58.41,23.1,8.52,2.89,1.67,5.0,0.41,0.0
23.7815_89.9982.png,2.72,96.49,0.0,0.0,0.21,0.01,0.58,0.0
23.8903_90.3159.png,48.27,6.52,43.85,0.0,0.97,0.39,0.0,0.0
23.9579_90.3482.png,32.15,61.09,1.27,3.2,1.67,0.46,0.17,0.0
24.0193_90.2894.png,51.09,9.83,37.52,0.02,0.63,0.92,0.0,0.0
23.9403_90.2570.png,52.9,28.43,17.47,0.21,0.71,0.25,0.03,0.0
23.8815_90.2394.png,46.46,44.96,0.59,3.14,0.22,0.0,4.59,0.03
23.7693_90.0158.png,62.63,21.54,4.09,7.05,3.03,0.48,1.17,0.0
24.1815_90.0982.png,3.06,76.57,0.77,0.0,0.0,0.0,19.6,0.0
23.9315_90.1807.png,35.3,53.88,2.66,0.02,4.06,1.6,2.48,0.0
23.7815_90.3806.png,16.52,23.64,48.74,2.74,4.71,3.64,0.0,0.0
24.1079_90.3894.png,70.14,29.22,0.3,0.0,0.34,0.0,0.0,0.0
23.7227_90.1158.png,37.0,62.75,0.25,0.0,0.0,0.0,0.0,0.0
23.8226_90.2071.png,39.95,57.79,1.63,0.03,0.0,0.0,0.61,0.0
24.0315_90.2192.png,34.91,50.39,0.72,1.43,3.08,8.08,1.39,0.0
24.1193_90.3658.png,34.69,2.72,58.17,2.38,1.15,0.24,0.66,0.0
24.0193_90.2159.png,31.03,3.67,60.3,1.86,0.53,0.58,2.02,0.0
24.1403_90.2192.png,83.02,0.51,16.3,0.09,0.06,0.01,0.0,0.0
24.0903_90.4692.png,60.7,0.13,38.63,0.12,0.0,0.0,0.41,0.0
23.9193_90.2982.png,51.94,0.21,5.51,42.11,0.23,0.0,0.0,0.0
23.7403_90.0158.png,7.14,0.0,82.53,0.0,0.0,0.01,10.32,0.0
24.0491_89.8894.png,53.21,0.16,45.7,0.85,0.0,0.07,0.01,0.0
24.1903_90.1807.png,76.28,0.16,22.38,1.18,0.0,0.0,0.0,0.0
24.1693_90.0394.png,44.68,1.12,52.61,1.59,0.01,0.0,0.0,0.0
23.8403_90.3658.png,13.29,17.75,12.62,39.66,4.28,12.17,0.24,0.0
23.9315_90.0192.png,51.65,0.1,48.07,0.18,0.0,0.0,0.0,0.0
24.1491_89.9395.png,24.09,0.02,75.23,0.66,0.0,0.0,0.0,0.0
24.1315_89.9158.png,37.53,0.0,62.02,0.1,0.0,0.0,0.35,0.0
23.7579_90.1895.png,53.19,1.76,40.72,4.31,0.0,0.0,0.01,0.01
23.7193_90.3806.png,4.71,0.33,0.99,93.44,0.49,0.04,0.0,0.0
23.8491_90.0192.png,44.46,0.36,54.85,0.32,0.0,0.0,0.01,0.0
23.6815_89.8982.png,20.24,4.83,73.38,0.56,0.75,0.23,0.0,0.0
24.1315_89.9307.png,41.3,0.01,58.38,0.3,0.0,0.02,0.0,0.0
23.9815_90.4158.png,57.87,0.29,28.27,13.48,0.1,0.0,0.0,0.0
23.8193_89.9982.png,40.28,0.15,59.56,0.02,0.0,0.0,0.0,0.0
23.6815_90.0692.png,67.01,0.47,30.66,1.79,0.02,0.05,0.0,0.0
24.1903_89.9070.png,23.82,0.12,74.97,0.07,0.0,0.22,0.8,0.0
23.7491_90.1306.png,45.75,0.0,54.05,0.2,0.0,0.0,0.0,0.0
23.6903_90.2570.png,3.03,0.01,96.6,0.16,0.0,0.0,0.19,0.0
23.9491_90.2192.png,7.34,0.01,90.7,0.0,0.0,0.47,1.47,0.0
23.6693_90.2192.png,12.64,5.07,69.05,0.34,1.61,8.66,2.64,0.0
24.0815_90.1306.png,17.63,0.69,81.01,0.39,0.26,0.0,0.02,0.0
23.8315_90.0192.png,42.64,3.7,50.57,1.37,0.85,0.16,0.72,0.0
24.2079_90.2806.png,85.82,0.06,12.9,0.18,0.19,0.85,0.0,0.0
24.0693_90.3394.png,14.37,2.06,66.01,0.37,1.8,12.9,2.49,0.0
24.1315_89.9070.png,8.64,0.0,90.4,0.07,0.0,0.0,0.88,0.0
23.9693_90.4692.png,18.81,0.01,72.99,0.19,0.0,0.0,8.0,0.0
23.9403_90.3071.png,39.37,0.46,7.29,52.77,0.11,0.0,0.0,0.0
23.8079_90.1570.png,42.93,0.29,54.25,2.54,0.0,0.0,0.0,0.0
24.0079_90.3159.png,10.93,2.67,2.64,80.46,3.29,0.0,0.0,0.0
23.9193_90.3982.png,18.52,1.14,10.72,68.22,0.38,0.99,0.03,0.0
23.8079_90.4192.png,10.36,0.08,0.45,85.41,0.63,3.08,0.0,0.0
23.9991_90.2159.png,51.28,0.0,44.52,0.97,0.02,1.55,1.66,0.0
24.1991_90.1807.png,75.1,0.34,23.52,1.04,0.0,0.0,0.0,0.0
23.9727_90.0894.png,41.58,0.1,57.09,1.09,0.0,0.14,0.0,0.0
23.9193_90.2071.png,33.16,1.32,28.77,34.15,0.69,1.66,0.26,0.0
23.7193_90.4482.png,53.31,2.53,17.45,19.35,4.11,2.78,0.45,0.02
24.0315_89.8806.png,18.39,0.0,81.27,0.18,0.0,0.03,0.12,0.0
23.7903_89.9571.png,16.02,0.03,83.51,0.06,0.0,0.0,0.38,0.0
23.7227_90.2394.png,45.2,2.1,35.92,0.24,0.14,15.74,0.66,0.0
24.0079_90.3692.png,42.15,0.42,55.37,0.28,0.02,0.25,1.49,0.0
24.0815_89.9192.png,5.45,2.42,79.88,0.02,2.25,9.99,0.0,0.0
24.0726_90.4482.png,77.85,0.24,21.59,0.31,0.0,0.0,0.0,0.0
24.1815_89.9571.png,31.49,0.0,67.97,0.25,0.0,0.0,0.29,0.0
24.0693_90.0306.png,26.41,0.0,73.4,0.15,0.0,0.03,0.02,0.0
23.9693_90.4570.png,34.46,0.0,60.05,0.39,0.04,0.48,4.59,0.0
23.7403_90.3071.png,24.81,4.08,68.14,1.35,0.87,0.53,0.22,0.0
23.9903_90.4306.png,49.64,0.11,28.85,20.51,0.26,0.17,0.46,0.01
24.0903_90.1570.png,64.97,0.78,23.21,6.93,2.53,0.27,1.31,0.0
23.8193_90.1895.png,25.61,0.08,74.21,0.1,0.0,0.0,0.01,0.0
23.8727_89.9307.png,50.86,0.97,43.47,0.48,0.18,4.04,0.0,0.0
23.8815_90.2806.png,50.93,15.67,30.74,2.66,0.0,0.0,0.0,0.0
24.1727_89.9571.png,48.97,0.18,50.24,0.58,0.0,0.0,0.03,0.0
23.8193_90.0070.png,32.49,0.54,66.26,0.02,0.0,0.01,0.67,0.0
23.8079_89.9894.png,33.74,0.82,59.26,0.97,0.16,5.0,0.05,0.0
23.8491_90.2894.png,74.13,0.46,9.13,16.05,0.1,0.12,0.02,0.0
24.0315_90.1482.png,22.32,0.0,76.65,0.09,0.0,0.0,0.94,0.0
23.7579_90.2071.png,31.03,0.33,52.45,3.0,0.0,0.0,13.19,0.0
23.7403_90.2806.png,65.05,1.87,20.85,1.62,0.06,4.76,5.79,0.0
23.7491_90.4394.png,3.04,0.93,0.7,94.8,0.53,0.0,0.0,0.0
23.7991_90.0070.png,24.08,0.0,75.26,0.66,0.0,0.0,0.0,0.0
24.1903_90.2806.png,47.25,0.63,49.54,0.02,1.58,0.92,0.06,0.0
24.0403_90.1807.png,19.58,2.81,73.92,0.32,0.83,1.47,1.07,0.0
24.1193_90.1895.png,75.69,0.31,23.95,0.01,0.04,0.0,0.0,0.0
24.1693_90.3306.png,91.37,0.48,6.89,0.6,0.67,0.0,0.0,0.0
24.0815_90.2192.png,52.8,0.22,37.41,5.63,0.15,2.4,1.39,0.0
23.6727_90.2159.png,17.47,2.15,80.08,0.25,0.02,0.0,0.04,0.0
24.0227_90.0482.png,60.86,4.39,34.13,0.08,0.0,0.54,0.0,0.0
23.8226_89.9395.png,25.48,0.08,74.36,0.08,0.0,0.0,0.0,0.0
23.7727_89.9307.png,66.97,1.52,31.14,0.34,0.01,0.0,0.01,0.0
23.9579_89.9692.png,24.11,4.6,70.85,0.03,0.41,0.0,0.0,0.0
23.8079_90.1070.png,25.57,8.11,55.37,2.08,4.99,3.79,0.09,0.0
23.7403_90.2692.png,52.5,0.13,45.3,0.29,0.0,1.78,0.0,0.0
23.7693_90.2306.png,28.71,0.76,66.43,0.52,0.0,3.49,0.1,0.0
23.9193_90.1570.png,29.66,19.16,26.74,20.58,3.59,0.23,0.04,0.0
23.9491_90.0659.png,56.8,1.75,40.6,0.85,0.0,0.0,0.0,0.0
23.6815_89.9192.png,21.84,1.48,76.43,0.03,0.22,0.0,0.0,0.0
23.6903_90.4482.png,10.29,0.16,0.95,88.43,0.17,0.0,0.0,0.0
23.9693_90.1983.png,61.08,0.51,36.0,2.21,0.01,0.0,0.2,0.0
23.9693_90.0692.png,25.97,0.01,73.65,0.28,0.0,0.09,0.0,0.0
23.7693_89.8894.png,27.35,0.02,72.46,0.16,0.0,0.01,0.0,0.0
24.1315_89.8894.png,59.02,0.17,40.4,0.35,0.01,0.05,0.0,0.0
23.9193_90.1070.png,32.56,13.42,37.91,9.78,5.44,0.08,0.81,0.0
24.1693_90.3982.png,71.85,5.99,20.8,1.23,0.13,0.0,0.0,0.0
23.9193_90.1192.png,33.51,7.17,52.15,4.57,1.09,0.02,1.49,0.0
24.0491_90.0070.png,40.15,0.02,59.63,0.16,0.0,0.0,0.04,0.0
23.7227_90.0482.png,36.78,0.01,63.11,0.09,0.0,0.0,0.01,0.0
24.1903_90.0306.png,29.17,0.08,69.05,1.53,0.0,0.16,0.0,0.0
24.0193_90.2692.png,42.97,2.04,29.42,24.6,0.71,0.27,0.0,0.0
23.9991_89.9982.png,28.53,0.03,70.69,0.2,0.02,0.21,0.32,0.0
23.7991_90.4570.png,11.56,33.31,34.3,13.56,6.88,0.38,0.0,0.0
24.1903_89.8894.png,51.9,1.27,45.18,0.51,0.44,0.7,0.0,0.0
24.0491_89.9982.png,38.96,0.0,60.83,0.17,0.0,0.0,0.04,0.0
24.0315_90.2159.png,37.11,2.0,52.52,0.88,6.26,0.26,0.98,0.0
23.7727_90.3570.png,1.77,0.04,0.08,97.69,0.29,0.12,0.0,0.0
23.8579_90.3894.png,7.97,12.74,15.14,51.52,11.7,0.91,0.01,0.0
24.0315_90.0659.png,45.95,0.59,52.08,1.06,0.06,0.26,0.0,0.0
23.9079_90.3306.png,2.01,13.48,40.7,6.47,1.06,32.64,3.65,0.0
23.8727_90.1070.png,27.21,0.0,70.39,0.48,0.0,0.0,1.92,0.0
24.1693_90.4658.png,59.33,0.06,40.59,0.01,0.01,0.0,0.0,0.0
23.8579_90.1983.png,12.25,0.1,86.71,0.87,0.0,0.0,0.07,0.0
24.1903_90.3894.png,70.52,1.16,28.01,0.3,0.01,0.0,0.0,0.0
24.1903_90.2982.png,40.29,0.98,39.92,0.37,1.89,11.65,4.9,0.0
24.1403_90.2570.png,86.76,0.2,13.04,0.0,0.0,0.0,0.0,0.0
23.9193_90.4306.png,33.45,0.95,41.42,22.18,0.4,0.2,1.42,0.0
24.0726_90.4158.png,66.22,0.02,33.77,0.0,0.0,0.0,0.0,0.0
24.1227_89.9070.png,26.7,0.53,70.53,0.25,0.0,0.0,1.98,0.0
24.0315_90.0571.png,56.97,0.94,41.26,0.65,0.06,0.12,0.0,0.0
23.8579_89.9571.png,48.62,2.46,25.96,6.4,2.47,13.91,0.18,0.0
24.1315_90.3692.png,86.69,0.35,6.04,6.91,0.01,0.0,0.0,0.0
23.8579_90.1192.png,32.12,0.11,67.65,0.12,0.0,0.0,0.0,0.0
24.1815_90.2692.png,56.49,0.4,42.87,0.06,0.17,0.01,0.0,0.0
23.6727_90.1570.png,47.65,0.65,51.25,0.28,0.0,0.18,0.0,0.0
23.7693_90.0982.png,32.0,1.99,65.83,0.07,0.09,0.0,0.02,0.0
24.0315_90.2982.png,51.65,0.71,7.02,39.84,0.58,0.2,0.0,0.0
24.0315_90.4570.png,78.66,0.08,19.86,1.31,0.08,0.0,0.0,0.0
24.1815_90.3658.png,85.5,0.0,14.5,0.0,0.0,0.0,0.0,0.0
23.6991_90.1570.png,44.06,0.02,55.82,0.1,0.0,0.0,0.0,0.0
24.0693_90.0659.png,12.04,0.0,82.92,0.58,0.0,0.0,4.46,0.0
23.9579_90.0982.png,28.24,10.48,58.16,1.51,1.61,0.0,0.0,0.0
24.0815_90.2894.png,61.47,0.08,26.44,0.39,0.22,3.54,7.85,0.0
24.1227_90.1570.png,36.25,0.38,58.29,0.68,2.17,2.05,0.17,0.0
23.7193_90.3306.png,32.29,9.5,51.34,6.71,0.15,0.0,0.0,0.0
24.0726_90.1807.png,43.79,0.04,37.3,1.0,0.0,0.09,17.77,0.0
24.0815_90.1158.png,27.65,12.41,46.54,5.5,5.85,1.71,0.34,0.0
24.0991_90.4482.png,53.8,2.86,20.29,21.84,1.2,0.0,0.0,0.0
23.7815_90.1482.png,34.7,0.11,64.96,0.2,0.0,0.01,0.02,0.0
24.1403_90.4306.png,85.08,0.06,14.85,0.01,0.0,0.0,0.0,0.0
24.0726_89.8982.png,20.78,0.0,78.95,0.09,0.0,0.0,0.18,0.0
24.1815_90.2570.png,84.24,0.29,15.14,0.08,0.08,0.16,0.0,0.0
24.0579_90.4658.png,48.6,0.74,50.57,0.0,0.05,0.04,0.0,0.0
24.2079_90.3482.png,74.83,0.47,24.65,0.04,0.0,0.0,0.0,0.0
24.1693_89.9692.png,36.61,0.7,61.41,0.93,0.04,0.02,0.29,0.0
23.9693_90.1658.png,36.38,0.0,63.18,0.12,0.0,0.0,0.32,0.0
24.1193_90.0394.png,29.57,0.0,66.41,1.75,0.0,0.01,2.26,0.0
23.9903_90.2692.png,52.16,0.96,10.54,36.03,0.26,0.0,0.0,0.04
24.1227_90.2192.png,24.46,0.02,70.48,0.15,0.0,0.01,4.88,0.0
24.1815_90.1158.png,10.18,2.38,77.22,2.85,1.01,0.79,5.57,0.0
23.7727_90.1482.png,33.1,0.1,66.54,0.25,0.0,0.01,0.0,0.0
24.0227_89.9692.png,76.38,0.71,22.52,0.08,0.24,0.07,0.0,0.0
23.7079_90.3159.png,26.26,1.87,70.74,0.92,0.0,0.0,0.2,0.0
24.0491_90.4482.png,46.09,0.12,53.55,0.18,0.05,0.01,0.0,0.0
23.6815_90.0192.png,15.83,1.07,46.09,0.21,0.27,36.48,0.04,0.0
24.1727_90.2071.png,67.91,0.05,31.96,0.07,0.0,0.0,0.0,0.0
23.8727_90.3658.png,19.93,19.2,11.19,34.84,13.15,1.68,0.01,0.01
24.1315_90.4192.png,80.96,0.12,8.02,10.36,0.54,0.0,0.0,0.0
23.9903_89.9571.png,39.98,1.64,55.95,0.17,0.22,2.05,0.0,0.0
23.8815_90.4570.png,23.82,2.91,62.29,3.25,0.96,4.72,2.06,0.0
23.9315_90.2692.png,25.19,0.75,6.26,67.18,0.55,0.06,0.01,0.0
24.1193_89.9307.png,31.35,0.05,68.41,0.15,0.0,0.03,0.0,0.0
24.0579_90.3658.png,62.24,0.16,37.26,0.31,0.03,0.0,0.0,0.0
23.8815_89.9483.png,29.46,0.0,70.3,0.22,0.0,0.02,0.0,0.0
24.0903_90.0571.png,35.69,0.01,64.07,0.23,0.0,0.0,0.0,0.0
23.8727_89.9659.png,37.75,1.51,59.81,0.85,0.08,0.0,0.0,0.0
23.9815_90.3982.png,34.83,1.1,55.49,8.56,0.01,0.01,0.0,0.0
24.0403_90.1306.png,41.55,0.21,56.98,0.99,0.0,0.26,0.01,0.0
24.0991_90.2806.png,43.0,0.36,34.17,0.61,0.24,4.75,16.86,0.0
23.8991_90.2306.png,58.09,0.46,22.72,9.68,0.93,7.33,0.79,0.0
24.2079_90.4394.png,68.55,0.17,20.62,10.63,0.03,0.0,0.0,0.0
23.9579_89.9395.png,42.29,0.03,50.17,1.16,0.0,1.84,4.51,0.0
23.7693_89.9158.png,68.81,0.42,24.86,5.15,0.12,0.64,0.0,0.0
23.9079_90.2982.png,29.63,0.66,2.04,67.36,0.3,0.03,0.0,0.0
23.9315_89.8806.png,41.03,0.26,58.44,0.1,0.0,0.08,0.1,0.0
24.0903_90.1895.png,52.45,0.59,24.11,19.86,2.54,0.07,0.39,0.0
24.0991_89.9307.png,39.04,0.13,60.42,0.36,0.0,0.04,0.01,0.0
23.9903_90.1306.png,28.56,0.3,70.96,0.06,0.13,0.0,0.0,0.0
24.1991_90.1895.png,84.13,0.32,15.43,0.13,0.0,0.0,0.0,0.0
23.7693_90.3982.png,5.21,0.38,0.33,93.53,0.55,0.0,0.0,0.0
23.7403_90.1693.png,43.16,0.01,56.09,0.74,0.0,0.0,0.0,0.0
23.7227_90.4692.png,19.98,9.33,34.53,22.37,4.12,8.58,1.09,0.0
24.1079_89.8806.png,38.2,3.59,56.16,1.09,0.88,0.07,0.0,0.0
24.1991_90.4692.png,65.87,0.45,24.1,9.5,0.06,0.02,0.0,0.0
23.8193_89.9158.png,22.69,0.0,77.25,0.05,0.0,0.0,0.02,0.0
24.1227_89.9571.png,33.84,0.23,64.28,0.39,0.12,1.14,0.0,0.0
23.7727_90.3071.png,61.82,1.01,21.82,15.01,0.32,0.0,0.02,0.0
24.0693_90.0482.png,48.09,0.0,51.22,0.7,0.0,0.0,0.0,0.0
23.8403_90.0394.png,37.85,0.01,61.79,0.36,0.0,0.0,0.0,0.0
23.9903_90.0894.png,46.41,0.53,52.04,0.77,0.0,0.19,0.07,0.0
24.1991_90.0192.png,17.02,0.01,81.66,0.96,0.03,0.09,0.23,0.0
24.1193_90.2159.png,56.89,0.15,42.51,0.32,0.0,0.04,0.09,0.0
23.8727_90.3394.png,63.28,9.17,20.82,3.62,0.31,2.38,0.41,0.0
23.7991_90.0894.png,35.42,1.88,61.08,0.23,0.86,0.51,0.02,0.0
23.9815_90.1983.png,26.32,0.61,68.97,2.86,0.13,0.0,1.11,0.0
24.0193_90.2658.png,50.77,2.68,38.69,7.14,0.43,0.27,0.0,0.0
23.8226_90.3570.png,12.76,0.52,0.85,85.36,0.24,0.27,0.0,0.01
24.0079_89.8982.png,53.99,0.0,45.2,0.81,0.0,0.0,0.0,0.0
23.7693_90.2192.png,24.72,0.25,71.53,0.15,0.0,0.0,3.35,0.0
23.9315_90.1158.png,35.31,0.07,63.77,0.55,0.0,0.12,0.18,0.0
24.1727_89.8806.png,38.8,0.63,59.19,0.17,0.15,1.06,0.0,0.0
24.0193_90.3570.png,12.21,0.06,79.78,0.13,0.01,0.53,7.19,0.07
24.1693_90.3394.png,63.84,0.46,34.8,0.39,0.49,0.02,0.0,0.0
23.9693_89.9395.png,20.57,0.0,78.44,0.06,0.0,0.1,0.83,0.0
23.8226_90.1570.png,24.4,0.01,75.23,0.36,0.0,0.0,0.0,0.0
24.0693_89.9982.png,27.45,0.0,66.42,0.03,0.0,0.98,5.12,0.0
23.9193_90.0482.png,59.69,0.48,39.33,0.43,0.02,0.05,0.0,0.0
23.7727_89.9982.png,35.55,0.0,63.37,0.06,0.01,0.04,0.97,0.0
24.0579_89.8982.png,12.0,0.0,87.56,0.05,0.0,0.28,0.12,0.0
23.9579_90.3894.png,32.41,0.34,12.01,54.84,0.41,0.0,0.0,0.0
24.1491_90.3692.png,87.23,2.72,9.09,0.96,0.0,0.0,0.0,0.0
24.0579_89.8806.png,83.2,0.17,10.39,6.02,0.07,0.08,0.08,0.0
23.8193_90.4394.png,20.51,7.23,10.17,60.75,1.33,0.02,0.0,0.0
24.0903_90.3394.png,17.44,8.48,42.76,6.25,12.93,9.11,3.02,0.0
23.9079_89.8806.png,46.29,0.2,52.03,1.11,0.0,0.33,0.04,0.0
23.7193_90.0306.png,20.42,0.43,76.73,0.26,0.04,0.03,2.08,0.0
24.0815_90.2394.png,83.61,0.74,14.37,0.01,0.0,0.01,1.26,0.0
24.0227_90.2482.png,58.47,0.82,8.82,31.3,0.42,0.17,0.0,0.0
24.0579_90.4394.png,39.45,0.0,60.34,0.06,0.15,0.0,0.0,0.0
23.7315_90.1394.png,27.09,0.12,71.87,0.86,0.0,0.05,0.0,0.0
24.1491_90.4570.png,71.72,0.27,27.7,0.28,0.02,0.0,0.0,0.0
23.9079_89.9571.png,20.76,0.16,74.76,0.42,0.07,1.99,1.84,0.0
24.1579_89.9692.png,45.56,0.11,53.03,1.21,0.0,0.1,0.0,0.0
24.1727_89.9659.png,16.18,0.0,83.27,0.24,0.0,0.0,0.31,0.0
23.6815_89.9395.png,20.87,0.89,75.88,0.06,0.12,1.49,0.68,0.0
24.0726_89.9395.png,17.17,6.5,64.41,0.03,3.74,8.14,0.0,0.0
24.1991_90.2692.png,62.84,0.06,36.8,0.07,0.15,0.09,0.0,0.0
23.9727_90.3806.png,13.89,0.53,4.4,80.26,0.65,0.27,0.01,0.0
24.0227_90.4070.png,63.1,2.48,30.89,3.05,0.48,0.0,0.0,0.0
23.8727_90.0192.png,67.9,0.42,28.5,3.13,0.04,0.01,0.0,0.0
24.0227_90.0192.png,24.1,0.0,73.93,0.01,0.0,0.0,1.97,0.0
23.8991_90.4158.png,17.48,0.25,1.25,80.01,0.62,0.38,0.0,0.0
23.9315_90.2658.png,25.28,0.81,4.8,68.59,0.51,0.01,0.01,0.0
24.1903_90.3806.png,78.2,0.31,21.45,0.04,0.0,0.0,0.0,0.0
24.2079_90.3159.png,77.71,0.21,21.72,0.29,0.06,0.0,0.01,0.0
24.1579_90.3570.png,49.58,0.53,47.18,0.05,1.56,0.8,0.3,0.0
23.7903_90.1807.png,39.02,0.0,60.14,0.25,0.0,0.0,0.59,0.0
23.7193_89.9158.png,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
23.7193_90.3658.png,2.91,0.41,0.24,89.86,0.45,6.12,0.0,0.0
23.7227_90.2071.png,20.4,2.03,58.4,0.01,0.08,18.17,0.9,0.0
23.7079_89.9307.png,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
23.7727_90.4158.png,9.6,0.07,3.96,57.06,0.8,28.48,0.03,0.0
23.9579_90.0394.png,46.48,0.48,52.38,0.39,0.27,0.0,0.0,0.0
23.9991_90.3806.png,40.12,0.22,9.91,49.24,0.48,0.03,0.0,0.0
24.0991_89.9395.png,35.84,0.0,64.12,0.03,0.0,0.0,0.0,0.0
23.7579_89.9192.png,50.74,0.26,47.58,0.17,0.0,1.18,0.07,0.0
23.9403_89.9070.png,17.79,0.31,81.69,0.05,0.0,0.08,0.07,0.0
23.8193_90.2982.png,54.54,1.41,41.15,1.44,0.06,0.1,1.29,0.0
23.7403_90.0571.png,28.55,0.02,71.38,0.03,0.0,0.0,0.01,0.0
23.6815_90.0482.png,51.49,0.03,47.25,0.4,0.03,0.0,0.81,0.0
23.7815_89.9070.png,38.89,0.0,61.05,0.06,0.0,0.0,0.0,0.0
23.9491_89.9659.png,12.13,1.91,82.7,0.09,0.32,2.84,0.0,0.0
24.0903_90.3806.png,54.22,1.18,5.71,35.23,3.31,0.35,0.0,0.0
23.8226_90.2658.png,33.45,3.85,14.0,43.75,0.39,4.55,0.0,0.0
23.7693_90.0070.png,62.42,0.45,36.86,0.03,0.0,0.18,0.07,0.0
24.1403_89.9192.png,46.4,0.01,52.93,0.67,0.0,0.0,0.0,0.0
24.1727_90.4192.png,35.69,0.48,27.03,35.56,0.29,0.0,0.96,0.0
23.6815_90.2192.png,10.13,0.46,89.25,0.01,0.0,0.0,0.15,0.0
23.7579_90.2894.png,47.95,0.17,50.07,1.8,0.02,0.0,0.0,0.0
23.8991_90.3482.png,2.2,0.41,92.15,3.18,0.06,1.82,0.17,0.0
23.9193_90.3894.png,13.22,0.7,5.38,80.18,0.28,0.2,0.04,0.0
23.8903_90.3071.png,64.1,0.22,8.06,27.57,0.05,0.0,0.0,0.0
23.6991_90.0659.png,59.73,0.27,38.67,1.28,0.0,0.0,0.05,0.0
23.9991_90.3192.png,16.72,1.36,5.84,74.58,1.48,0.02,0.0,0.0
24.2079_89.9158.png,31.24,0.0,68.64,0.07,0.0,0.0,0.04,0.0
